cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LT,-12.169,0.184,0.474,0.138
0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.642,0.176,0.53,0.134
0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LS,-11.944,0.184,0.431,0.142
