cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,mean,FSlin,ROPE,0.07,True,True,True,LT,-15.266,0.205,-0.26,0.22
0.2,10,mean,FSlin,ROPE,0.07,True,True,True,ID,-14.192,0.2,-0.267,0.218
0.2,10,mean,FSlin,ROPE,0.07,True,True,True,LS,-14.552,0.2,-0.197,0.216
