,cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-9.113,0.156,0.82,0.083
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-9.645,0.162,0.776,0.085
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-10.016,0.166,0.788,0.082
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-9.113,0.156,0.82,0.083
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-9.645,0.162,0.776,0.085
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-10.016,0.166,0.788,0.082
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-9.113,0.156,0.82,0.083
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-9.645,0.162,0.776,0.085
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-26.834,0.262,-2.179,0.348
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-27.074,0.269,-2.391,0.352
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-27.418,0.266,-2.268,0.351
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-26.834,0.262,-2.179,0.348
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-27.074,0.269,-2.391,0.352
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-27.418,0.266,-2.268,0.351
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-26.834,0.262,-2.179,0.348
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-27.074,0.269,-2.391,0.352
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-27.418,0.266,-2.268,0.351
0,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-26.834,0.262,-2.179,0.348
1,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-27.074,0.269,-2.391,0.352
2,0.2,20,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-27.418,0.266,-2.268,0.351
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-15.442,0.203,0.676,0.105
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-13.179,0.19,0.808,0.085
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-15.07,0.201,0.696,0.102
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-15.442,0.203,0.676,0.105
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-13.179,0.19,0.808,0.085
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-15.07,0.201,0.696,0.102
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-15.442,0.203,0.676,0.105
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-13.179,0.19,0.808,0.085
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-15.07,0.201,0.696,0.102
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-15.442,0.203,0.676,0.105
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-13.179,0.19,0.808,0.085
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-15.07,0.201,0.696,0.102
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-16.869,0.214,0.03,0.195
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-16.042,0.215,0.073,0.191
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-16.694,0.213,0.019,0.196
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-16.869,0.214,0.03,0.195
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-16.042,0.215,0.073,0.191
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-16.694,0.213,0.019,0.196
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-16.869,0.214,0.03,0.195
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-16.042,0.215,0.073,0.191
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-16.694,0.213,0.019,0.196
0,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-16.869,0.214,0.03,0.195
1,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-16.042,0.215,0.073,0.191
2,0.2,20,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-16.694,0.213,0.019,0.196
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.69,0.226,0.293,0.158
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.179,0.218,0.384,0.158
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-19.515,0.226,0.294,0.158
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.69,0.226,0.293,0.158
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.179,0.218,0.384,0.158
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-19.515,0.226,0.294,0.158
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-19.69,0.226,0.293,0.158
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.179,0.218,0.384,0.158
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-19.515,0.226,0.294,0.158
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-19.69,0.226,0.293,0.158
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.179,0.218,0.384,0.158
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-19.515,0.226,0.294,0.158
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.033,0.204,0.575,0.126
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-11.796,0.184,0.714,0.108
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-14.906,0.201,0.593,0.122
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.033,0.204,0.575,0.126
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-11.796,0.184,0.714,0.108
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-14.906,0.201,0.593,0.122
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.033,0.204,0.575,0.126
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-11.796,0.184,0.714,0.108
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-14.906,0.201,0.593,0.122
0,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.033,0.204,0.575,0.126
1,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-11.796,0.184,0.714,0.108
2,0.2,20,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-14.906,0.201,0.593,0.122
0,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LT,-16.604,0.213,-0.298,0.222
1,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,ID,-15.79,0.204,-0.276,0.218
2,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LS,-15.77,0.207,-0.237,0.216
0,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LT,-1.04,0.074,-0.126,0.206
1,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.712,0.102,-0.258,0.21
2,0.2,20,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,-0.992,0.074,-0.165,0.208
0,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,-14.552,0.199,-0.227,0.214
1,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,-12.308,0.187,-0.143,0.203
2,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,-13.848,0.194,-0.166,0.208
0,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.849,0.07,-0.159,0.21
1,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.334,0.094,-0.279,0.216
2,0.2,20,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.871,0.072,-0.185,0.212
0,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-13.869,0.196,-0.353,0.228
1,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-12.753,0.192,-0.314,0.218
2,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-13.044,0.189,-0.314,0.223
0,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,-1.466,0.084,-0.227,0.214
1,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,-2.109,0.092,-0.262,0.218
2,0.2,20,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,-1.461,0.083,-0.264,0.216
0,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-13.729,0.19,-0.584,0.237
1,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-11.305,0.18,-0.441,0.232
2,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-12.706,0.184,-0.544,0.233
0,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,-1.356,0.074,-0.278,0.218
1,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,-2.363,0.091,-0.315,0.224
2,0.2,20,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,-1.342,0.073,-0.3,0.22
0,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,-16.614,0.214,-0.4,0.226
1,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,-14.803,0.206,-0.342,0.218
2,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,-15.761,0.208,-0.34,0.222
0,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LT,-0.681,0.068,-0.078,0.206
1,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,ID,-1.794,0.086,-0.188,0.207
2,0.2,20,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LS,-0.747,0.068,-0.128,0.208
0,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LT,-18.41,0.228,-0.388,0.231
1,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,ID,-16.554,0.216,-0.351,0.227
2,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LS,-17.734,0.222,-0.326,0.227
0,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LT,-1.336,0.078,-0.118,0.206
1,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,ID,-1.828,0.087,-0.192,0.207
2,0.2,20,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LS,-1.347,0.078,-0.158,0.208
0,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LT,-15.058,0.204,-0.211,0.21
1,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,ID,-13.549,0.195,-0.154,0.207
2,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LS,-14.106,0.198,-0.146,0.204
0,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LT,-1.176,0.078,-0.168,0.206
1,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.804,0.1,-0.271,0.213
2,0.2,20,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LS,-1.228,0.077,-0.195,0.208
0,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LT,-15.5,0.202,-0.38,0.23
1,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,ID,-12.918,0.192,-0.342,0.223
2,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LS,-14.246,0.195,-0.33,0.224
0,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LT,-0.812,0.07,-0.112,0.207
1,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,ID,-2.598,0.094,-0.188,0.214
2,0.2,20,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LS,-0.862,0.07,-0.147,0.208
0,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LT,-16.766,0.214,-0.156,0.216
1,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,ID,-14.862,0.201,-0.151,0.208
2,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LS,-15.912,0.208,-0.114,0.212
0,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LT,-0.666,0.065,-0.102,0.212
1,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,ID,-1.523,0.08,-0.185,0.211
2,0.2,20,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LS,-0.541,0.063,-0.118,0.213
0,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LT,-19.225,0.23,-0.405,0.234
1,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,ID,-16.6,0.212,-0.246,0.214
2,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LS,-18.588,0.226,-0.34,0.229
0,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.375,0.058,0.102,0.189
1,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,ID,-1.718,0.085,-0.032,0.193
2,0.2,20,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.352,0.059,0.068,0.192
0,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LT,-14.468,0.197,0.034,0.196
1,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,ID,-11.442,0.182,0.194,0.176
2,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LS,-13.924,0.192,0.097,0.192
0,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LT,-0.673,0.065,0.07,0.195
1,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,ID,-1.71,0.083,-0.041,0.201
2,0.2,20,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LS,-0.546,0.063,0.038,0.197
0,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LT,-16.304,0.21,-0.172,0.211
1,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,ID,-15.715,0.21,-0.124,0.202
2,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LS,-15.596,0.204,-0.107,0.207
0,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LT,-0.748,0.065,-0.066,0.204
1,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.452,0.092,-0.229,0.209
2,0.2,20,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LS,-0.768,0.067,-0.1,0.207
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-12.488,0.186,0.765,0.091
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-10.118,0.172,0.867,0.07
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-12.36,0.184,0.76,0.093
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-12.488,0.186,0.765,0.091
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-10.118,0.172,0.867,0.07
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-12.36,0.184,0.76,0.093
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-12.488,0.186,0.765,0.091
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-10.118,0.172,0.867,0.07
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-12.36,0.184,0.76,0.093
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-12.488,0.186,0.765,0.091
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-10.118,0.172,0.867,0.07
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-12.36,0.184,0.76,0.093
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-11.668,0.182,0.487,0.135
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-11.692,0.174,0.517,0.135
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-11.366,0.18,0.448,0.14
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-11.668,0.182,0.487,0.135
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-11.692,0.174,0.517,0.135
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-11.366,0.18,0.448,0.14
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-11.668,0.182,0.487,0.135
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-11.692,0.174,0.517,0.135
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-11.366,0.18,0.448,0.14
0,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-11.668,0.182,0.487,0.135
1,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-11.692,0.174,0.517,0.135
2,0.2,20,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-11.366,0.18,0.448,0.14
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-16.145,0.207,0.593,0.118
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-14.361,0.198,0.696,0.11
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-15.939,0.205,0.592,0.119
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-16.145,0.207,0.593,0.118
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-14.361,0.198,0.696,0.11
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-15.939,0.205,0.592,0.119
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-16.145,0.207,0.593,0.118
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-14.361,0.198,0.696,0.11
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-15.939,0.205,0.592,0.119
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-16.145,0.207,0.593,0.118
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-14.361,0.198,0.696,0.11
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-15.939,0.205,0.592,0.119
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-14.82,0.198,0.861,0.068
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-12.581,0.184,0.987,0.022
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-14.607,0.198,0.868,0.068
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-14.82,0.198,0.861,0.068
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-12.581,0.184,0.987,0.022
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-14.607,0.198,0.868,0.068
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-14.82,0.198,0.861,0.068
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-12.581,0.184,0.987,0.022
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-14.607,0.198,0.868,0.068
0,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-14.82,0.198,0.861,0.068
1,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-12.581,0.184,0.987,0.022
2,0.2,20,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-14.607,0.198,0.868,0.068
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-20.248,0.23,0.225,0.166
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.575,0.224,0.275,0.166
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-20.347,0.23,0.209,0.168
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-20.248,0.23,0.225,0.166
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.575,0.224,0.275,0.166
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-20.347,0.23,0.209,0.168
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-20.248,0.23,0.225,0.166
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.575,0.224,0.275,0.166
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-20.347,0.23,0.209,0.168
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-20.248,0.23,0.225,0.166
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.575,0.224,0.275,0.166
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-20.347,0.23,0.209,0.168
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.954,0.205,0.699,0.1
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-14.442,0.198,0.831,0.081
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-15.826,0.204,0.702,0.099
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.954,0.205,0.699,0.1
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-14.442,0.198,0.831,0.081
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-15.826,0.204,0.702,0.099
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.954,0.205,0.699,0.1
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-14.442,0.198,0.831,0.081
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-15.826,0.204,0.702,0.099
0,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.954,0.205,0.699,0.1
1,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-14.442,0.198,0.831,0.081
2,0.2,20,closest,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-15.826,0.204,0.702,0.099
0,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LT,-19.928,0.228,-0.477,0.236
1,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,ID,-18.434,0.22,-0.463,0.238
2,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LS,-19.178,0.223,-0.398,0.23
0,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LT,-1.035,0.068,-0.136,0.207
1,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.224,0.091,-0.285,0.215
2,0.2,20,closest,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LS,-1.162,0.07,-0.182,0.208
0,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LT,-18.544,0.228,-0.326,0.224
1,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,ID,-16.382,0.208,-0.25,0.215
2,0.2,20,closest,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LS,-17.728,0.223,-0.269,0.218
