,cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-9.975,0.165,0.739,0.1
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-10.426,0.169,0.744,0.098
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-9.494,0.16,0.776,0.091
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-9.975,0.165,0.739,0.1
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-10.426,0.169,0.744,0.098
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-9.494,0.16,0.776,0.091
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-9.975,0.165,0.739,0.1
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-10.426,0.169,0.744,0.098
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-9.494,0.16,0.776,0.091
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-9.975,0.165,0.739,0.1
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-22.359,0.241,-1.616,0.32
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-22.689,0.248,-1.77,0.324
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-23.098,0.245,-1.701,0.325
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-22.359,0.241,-1.616,0.32
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-22.689,0.248,-1.77,0.324
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-23.098,0.245,-1.701,0.325
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-22.359,0.241,-1.616,0.32
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-22.689,0.248,-1.77,0.324
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-23.098,0.245,-1.701,0.325
0,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-22.359,0.241,-1.616,0.32
1,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-22.689,0.248,-1.77,0.324
2,0.4,20,closest,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-23.098,0.245,-1.701,0.325
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-14.357,0.196,0.744,0.094
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-12.072,0.181,0.864,0.07
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-13.978,0.192,0.761,0.09
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-14.357,0.196,0.744,0.094
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-12.072,0.181,0.864,0.07
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-13.978,0.192,0.761,0.09
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-14.357,0.196,0.744,0.094
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-12.072,0.181,0.864,0.07
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-13.978,0.192,0.761,0.09
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-14.357,0.196,0.744,0.094
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-12.072,0.181,0.864,0.07
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-13.978,0.192,0.761,0.09
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-18.652,0.223,0.018,0.196
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-17.352,0.224,0,0.19
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-18.519,0.223,0.01,0.197
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-18.652,0.223,0.018,0.196
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-17.352,0.224,0,0.19
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-18.519,0.223,0.01,0.197
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-18.652,0.223,0.018,0.196
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-17.352,0.224,0,0.19
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-18.519,0.223,0.01,0.197
0,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-18.652,0.223,0.018,0.196
1,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-17.352,0.224,0,0.19
2,0.4,20,closest,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-18.519,0.223,0.01,0.197
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-17.558,0.214,0.47,0.137
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-16.349,0.21,0.538,0.134
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-17.442,0.213,0.476,0.136
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-17.558,0.214,0.47,0.137
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-16.349,0.21,0.538,0.134
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-17.442,0.213,0.476,0.136
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-17.558,0.214,0.47,0.137
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-16.349,0.21,0.538,0.134
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-17.442,0.213,0.476,0.136
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-17.558,0.214,0.47,0.137
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-16.349,0.21,0.538,0.134
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-17.442,0.213,0.476,0.136
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.826,0.207,0.586,0.122
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-12.874,0.19,0.71,0.102
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-15.442,0.204,0.603,0.119
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.826,0.207,0.586,0.122
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-12.874,0.19,0.71,0.102
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-15.442,0.204,0.603,0.119
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.826,0.207,0.586,0.122
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-12.874,0.19,0.71,0.102
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-15.442,0.204,0.603,0.119
0,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.826,0.207,0.586,0.122
1,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-12.874,0.19,0.71,0.102
2,0.4,20,closest,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-15.442,0.204,0.603,0.119
0,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LT,-12.695,0.196,-0.25,0.216
1,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,ID,-11.584,0.191,-0.23,0.22
2,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LS,-12.035,0.192,-0.23,0.212
0,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LT,-0.948,0.072,0.058,0.194
1,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,-1.249,0.075,0,0.192
2,0.4,20,closest,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,-0.928,0.072,0.028,0.196
0,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,-13.457,0.19,-0.194,0.218
1,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,-12.312,0.184,-0.126,0.209
2,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,-12.451,0.184,-0.147,0.214
0,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.672,0.066,-0.027,0.2
1,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,-2.197,0.091,-0.162,0.204
2,0.4,20,closest,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.639,0.064,-0.06,0.203
0,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-14.566,0.2,-0.34,0.236
1,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-14.025,0.198,-0.342,0.229
2,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-13.884,0.194,-0.298,0.231
0,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.3,0.06,-0.142,0.206
1,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,-1.54,0.083,-0.199,0.216
2,0.4,20,closest,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,-0.202,0.057,-0.158,0.208
0,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-10.728,0.172,-0.075,0.206
1,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-10.178,0.17,-0.136,0.2
2,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-9.702,0.166,-0.034,0.202
0,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,-1.098,0.074,-0.179,0.21
1,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,-2.722,0.097,-0.227,0.216
2,0.4,20,closest,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,-1.017,0.073,-0.196,0.21
0,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,-16.166,0.212,-0.362,0.23
1,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,-14.43,0.194,-0.308,0.214
2,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,-15.338,0.206,-0.301,0.224
0,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LT,-0.446,0.061,-0.09,0.204
1,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,ID,-1.647,0.082,-0.199,0.21
2,0.4,20,closest,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LS,-0.57,0.062,-0.126,0.207
0,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LT,-15.78,0.206,-0.114,0.206
1,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,ID,-13.284,0.192,0.027,0.194
2,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LS,-14.912,0.2,-0.056,0.2
0,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LT,-0.893,0.068,-0.215,0.212
1,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,ID,-1.718,0.083,-0.25,0.219
2,0.4,20,closest,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LS,-1.033,0.071,-0.246,0.214
0,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LT,-16.947,0.212,-0.239,0.219
1,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,ID,-15.542,0.203,-0.27,0.224
2,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LS,-16.049,0.206,-0.188,0.214
0,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LT,-0.928,0.07,-0.145,0.208
1,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.786,0.1,-0.276,0.218
2,0.4,20,closest,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LS,-0.813,0.068,-0.172,0.21
0,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LT,-20.29,0.226,-0.758,0.254
1,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,ID,-18.546,0.216,-0.642,0.246
2,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LS,-19.228,0.222,-0.721,0.25
0,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LT,-1.158,0.074,-0.178,0.218
1,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,ID,-2.242,0.09,-0.3,0.226
2,0.4,20,closest,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LS,-1.266,0.076,-0.206,0.218
0,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LT,-16.836,0.214,-0.118,0.212
1,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,ID,-15.584,0.206,-0.124,0.208
2,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LS,-16.238,0.21,-0.072,0.206
0,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LT,-1.091,0.075,-0.064,0.2
1,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,ID,-1.8,0.088,-0.133,0.208
2,0.4,20,closest,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LS,-1.082,0.074,-0.1,0.202
0,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LT,-14.594,0.204,-0.014,0.196
1,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,ID,-12.817,0.188,0.009,0.194
2,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LS,-13.579,0.2,0.035,0.19
0,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LT,-0.706,0.066,0.052,0.188
1,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,ID,-1.87,0.088,-0.052,0.197
2,0.4,20,closest,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LS,-0.685,0.066,0.035,0.191
0,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LT,-14.796,0.202,-0.179,0.21
1,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,ID,-12.948,0.192,-0.06,0.198
2,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LS,-14.341,0.198,-0.122,0.207
0,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LT,-0.522,0.064,-0.144,0.215
1,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,ID,-1.735,0.083,-0.253,0.218
2,0.4,20,closest,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LS,-0.582,0.066,-0.182,0.217
0,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LT,-16.906,0.216,-0.284,0.217
1,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,ID,-15.622,0.201,-0.16,0.205
2,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LS,-15.991,0.211,-0.235,0.212
0,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LT,-0.292,0.058,-0.063,0.2
1,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,ID,-1.698,0.08,-0.143,0.21
2,0.4,20,closest,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LS,-0.27,0.058,-0.09,0.202
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-13.534,0.19,0.735,0.097
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-10.894,0.174,0.848,0.072
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-13.357,0.188,0.728,0.097
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-13.534,0.19,0.735,0.097
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-10.894,0.174,0.848,0.072
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-13.357,0.188,0.728,0.097
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-13.534,0.19,0.735,0.097
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-10.894,0.174,0.848,0.072
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-13.357,0.188,0.728,0.097
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-13.534,0.19,0.735,0.097
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-10.894,0.174,0.848,0.072
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-13.357,0.188,0.728,0.097
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-11.454,0.18,0.476,0.137
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-11.422,0.174,0.502,0.136
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-11.1,0.179,0.435,0.142
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-11.454,0.18,0.476,0.137
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-11.422,0.174,0.502,0.136
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-11.1,0.179,0.435,0.142
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-11.454,0.18,0.476,0.137
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-11.422,0.174,0.502,0.136
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-11.1,0.179,0.435,0.142
0,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-11.454,0.18,0.476,0.137
1,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-11.422,0.174,0.502,0.136
2,0.4,30,mean,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-11.1,0.179,0.435,0.142
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-16.806,0.21,0.567,0.12
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-14.665,0.2,0.7,0.108
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-16.418,0.208,0.567,0.12
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-16.806,0.21,0.567,0.12
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-14.665,0.2,0.7,0.108
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-16.418,0.208,0.567,0.12
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-16.806,0.21,0.567,0.12
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-14.665,0.2,0.7,0.108
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-16.418,0.208,0.567,0.12
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-16.806,0.21,0.567,0.12
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-14.665,0.2,0.7,0.108
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-16.418,0.208,0.567,0.12
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-14.797,0.201,0.842,0.075
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-12.929,0.184,0.965,0.034
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-14.754,0.201,0.836,0.075
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-14.797,0.201,0.842,0.075
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-12.929,0.184,0.965,0.034
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-14.754,0.201,0.836,0.075
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-14.797,0.201,0.842,0.075
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-12.929,0.184,0.965,0.034
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-14.754,0.201,0.836,0.075
0,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-14.797,0.201,0.842,0.075
1,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-12.929,0.184,0.965,0.034
2,0.4,30,mean,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-14.754,0.201,0.836,0.075
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-20.422,0.231,0.217,0.164
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.988,0.224,0.3,0.164
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-20.284,0.23,0.204,0.166
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-20.422,0.231,0.217,0.164
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.988,0.224,0.3,0.164
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-20.284,0.23,0.204,0.166
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-20.422,0.231,0.217,0.164
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.988,0.224,0.3,0.164
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-20.284,0.23,0.204,0.166
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-20.422,0.231,0.217,0.164
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.988,0.224,0.3,0.164
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-20.284,0.23,0.204,0.166
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-16.257,0.208,0.692,0.102
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-14.526,0.2,0.825,0.081
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-16.318,0.206,0.688,0.103
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-16.257,0.208,0.692,0.102
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-14.526,0.2,0.825,0.081
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-16.318,0.206,0.688,0.103
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-16.257,0.208,0.692,0.102
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-14.526,0.2,0.825,0.081
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-16.318,0.206,0.688,0.103
0,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-16.257,0.208,0.692,0.102
1,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-14.526,0.2,0.825,0.081
2,0.4,30,mean,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-16.318,0.206,0.688,0.103
0,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LT,-16.898,0.215,-0.338,0.23
1,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,ID,-15.014,0.208,-0.306,0.218
2,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LS,-16.386,0.21,-0.294,0.226
0,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LT,-1.034,0.072,-0.165,0.206
1,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.63,0.1,-0.262,0.215
2,0.4,30,mean,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LS,-1.076,0.074,-0.194,0.209
0,0.4,30,mean,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LT,-17.35,0.216,-0.401,0.228
