cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,mean,observed,FSlin,ROPE,0.2,True,False,True,LT,-15.354,0.206,-0.337,0.216
0.3,30,mean,observed,FSlin,ROPE,0.2,True,False,True,ID,-12.071,0.186,-0.321,0.219
0.3,30,mean,observed,FSlin,ROPE,0.2,True,False,True,LS,-14.388,0.201,-0.282,0.213
