cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,FSeq,ROPE,0.07,True,True,False,LT,-4.812,0.21,0.146,0.157
0.3,30,closest,FSeq,ROPE,0.07,True,True,False,ID,-8.087,0.264,0.773,0.08
0.3,30,closest,FSeq,ROPE,0.07,True,True,False,LS,-5.957,0.228,0.513,0.121
