cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,closest,FSlin,ROPE,0.01,False,True,True,LT,-2.035,0.152,-1.134,0.25
0.4,20,closest,FSlin,ROPE,0.01,False,True,True,ID,-3.994,0.194,-0.164,0.186
0.4,20,closest,FSlin,ROPE,0.01,False,True,True,LS,-1.376,0.132,-0.402,0.203
