cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LT,-18.038,0.217,0.424,0.144
0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,ID,-16.66,0.212,0.498,0.141
0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LS,-17.957,0.216,0.43,0.144
