cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,10,mean,FSlin,ROPE,0.01,False,True,True,LT,-11.23,0.18,-0.132,0.212
0.4,10,mean,FSlin,ROPE,0.01,False,True,True,ID,-12.129,0.188,-0.356,0.22
0.4,10,mean,FSlin,ROPE,0.01,False,True,True,LS,-10.288,0.172,-0.084,0.207
