cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,LT,-4.791,0.204,-0.473,0.241
0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,ID,-7.902,0.254,-0.943,0.27
0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,LS,-5.294,0.223,-0.788,0.248
