cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,mean,observed,FSeq,ROPE,0.2,False,True,True,LT,-4.534,0.19,-0.455,0.22
0.2,20,mean,observed,FSeq,ROPE,0.2,False,True,True,ID,-8.702,0.267,-1.096,0.276
0.2,20,mean,observed,FSeq,ROPE,0.2,False,True,True,LS,-5.286,0.212,-0.681,0.238
