cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,log-defined,CS,ROPE,0.01,False,True,True,LT,-2.995,0.172,-0.536,0.236
0.3,20,mean,log-defined,CS,ROPE,0.01,False,True,True,ID,-5.546,0.219,-0.936,0.264
0.3,20,mean,log-defined,CS,ROPE,0.01,False,True,True,LS,-2.49,0.158,-0.498,0.237
