cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-3.137,0.176,-0.975,0.264
0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-6.924,0.249,-1.498,0.304
0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-4.96,0.212,-1.367,0.284
