cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,closest,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.764,0.205,0.754,0.092
0.4,20,closest,FSeq,Gauss-Newton,0.2,False,False,False,ID,-14.346,0.197,0.874,0.07
0.4,20,closest,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.802,0.204,0.746,0.092
