cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,CS,ROPE,0.01,False,False,True,LT,-2.92,0.167,-0.917,0.236
0.3,30,closest,CS,ROPE,0.01,False,False,True,ID,-5.476,0.22,-0.16,0.186
0.3,30,closest,CS,ROPE,0.01,False,False,True,LS,-2.039,0.151,-0.234,0.189
