cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,CS,Gauss-Newton,0.2,True,False,True,LT,-19.608,0.223,0.22,0.166
0.2,20,closest,CS,Gauss-Newton,0.2,True,False,True,ID,-18.148,0.219,0.288,0.166
0.2,20,closest,CS,Gauss-Newton,0.2,True,False,True,LS,-19.706,0.223,0.202,0.17
