cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,30,closest,FSlin,ROPE,0.01,False,False,False,LT,-4.994,0.212,0.154,0.156
0.4,30,closest,FSlin,ROPE,0.01,False,False,False,ID,-8.492,0.27,0.772,0.08
0.4,30,closest,FSlin,ROPE,0.01,False,False,False,LS,-6.494,0.235,0.434,0.131
