cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,FSeq,ROPE,0.01,False,False,False,LT,-0.831,0.072,-0.38,0.224
0.2,20,closest,FSeq,ROPE,0.01,False,False,False,ID,-1.688,0.084,-0.415,0.23
0.2,20,closest,FSeq,ROPE,0.01,False,False,False,LS,-1.003,0.075,-0.408,0.228
