cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,mean,log-defined,CS,ROPE,0.07,False,False,False,LT,-4.638,0.208,-1.025,0.266
0.3,10,mean,log-defined,CS,ROPE,0.07,False,False,False,ID,-9.044,0.276,-1.723,0.316
0.3,10,mean,log-defined,CS,ROPE,0.07,False,False,False,LS,-6.359,0.235,-1.366,0.289
