cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,mean,Observed,CS,ROPE,0.2,True,True,True,LT,-18.17,0.221,-0.538,0.234
0.3,30,mean,Observed,CS,ROPE,0.2,True,True,True,ID,-15.085,0.204,-0.339,0.224
0.3,30,mean,Observed,CS,ROPE,0.2,True,True,True,LS,-17.246,0.216,-0.48,0.23
