cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,closest,FSlin,ROPE,0.2,True,True,True,LT,-17.655,0.221,-0.019,0.2
0.2,10,closest,FSlin,ROPE,0.2,True,True,True,ID,-15.503,0.208,0.046,0.192
0.2,10,closest,FSlin,ROPE,0.2,True,True,True,LS,-17.113,0.216,0.038,0.194
