cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,mean,FSlin,ROPE,0.01,True,True,True,LT,-3.089,0.174,-0.641,0.242
0.2,10,mean,FSlin,ROPE,0.01,True,True,True,ID,-5.351,0.22,-0.96,0.268
0.2,10,mean,FSlin,ROPE,0.01,True,True,True,LS,-2.093,0.154,-0.494,0.233
