cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,observed,CS,ROPE,0.2,False,True,False,LT,-4.377,0.201,-1.374,0.285
0.3,30,closest,observed,CS,ROPE,0.2,False,True,False,ID,-7.893,0.258,-1.965,0.318
0.3,30,closest,observed,CS,ROPE,0.2,False,True,False,LS,-5.7,0.224,-1.666,0.306
