cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-3.63,0.113,-0.69,0.259
0.2,30,closest,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-4.264,0.12,-0.754,0.262
0.2,30,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-3.688,0.115,-0.706,0.261
