cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,closest,CS,ROPE,0.07,False,False,True,LT,-3.053,0.186,-0.962,0.24
0.2,10,closest,CS,ROPE,0.07,False,False,True,ID,-5.249,0.22,-0.022,0.175
0.2,10,closest,CS,ROPE,0.07,False,False,True,LS,-2.211,0.162,-0.187,0.188
