cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,CS,ROPE,0.01,False,False,True,LT,-18.356,0.231,-0.624,0.246
0.3,10,CS,ROPE,0.01,False,False,True,ID,-17.33,0.222,-0.587,0.242
0.3,10,CS,ROPE,0.01,False,False,True,LS,-17.286,0.225,-0.573,0.242
