,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LT,-12.137,0.186,0.308,0.159
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,ID,-12.278,0.182,0.328,0.162
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LS,-12.176,0.186,0.258,0.164
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LT,-12.137,0.186,0.308,0.159
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,ID,-12.278,0.182,0.328,0.162
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LS,-12.176,0.186,0.258,0.164
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LT,-12.137,0.186,0.308,0.159
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,ID,-12.278,0.182,0.328,0.162
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LS,-12.176,0.186,0.258,0.164
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LT,-12.137,0.186,0.308,0.159
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,ID,-12.278,0.182,0.328,0.162
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LS,-12.176,0.186,0.258,0.164
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LT,-12.917,0.191,0.169,0.178
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,ID,-12.82,0.188,0.201,0.176
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LS,-12.844,0.192,0.113,0.184
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LT,-12.917,0.191,0.169,0.178
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,ID,-12.82,0.188,0.201,0.176
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LS,-12.844,0.192,0.113,0.184
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LT,-12.917,0.191,0.169,0.178
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,ID,-12.82,0.188,0.201,0.176
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LS,-12.844,0.192,0.113,0.184
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LT,-12.917,0.191,0.169,0.178
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,ID,-12.82,0.188,0.201,0.176
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LS,-12.844,0.192,0.113,0.184
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LT,-15.087,0.2,0.866,0.069
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,ID,-12.848,0.184,0.979,0.026
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LS,-14.762,0.199,0.863,0.069
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LT,-15.087,0.2,0.866,0.069
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,ID,-12.848,0.184,0.979,0.026
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LS,-14.762,0.199,0.863,0.069
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.087,0.2,0.866,0.069
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,ID,-12.848,0.184,0.979,0.026
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LS,-14.762,0.199,0.863,0.069
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LT,-15.087,0.2,0.866,0.069
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,ID,-12.848,0.184,0.979,0.026
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LS,-14.762,0.199,0.863,0.069
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.179,0.194,0.86,0.07
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,ID,-11.752,0.176,0.971,0.032
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LS,-13.942,0.194,0.855,0.072
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.179,0.194,0.86,0.07
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,ID,-11.752,0.176,0.971,0.032
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LS,-13.942,0.194,0.855,0.072
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.179,0.194,0.86,0.07
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,ID,-11.752,0.176,0.971,0.032
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LS,-13.942,0.194,0.855,0.072
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.179,0.194,0.86,0.07
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,ID,-11.752,0.176,0.971,0.032
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LS,-13.942,0.194,0.855,0.072
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LT,-16.058,0.208,0.784,0.085
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,ID,-14.057,0.192,0.92,0.056
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LS,-15.984,0.206,0.786,0.084
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LT,-16.058,0.208,0.784,0.085
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,ID,-14.057,0.192,0.92,0.056
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LS,-15.984,0.206,0.786,0.084
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LT,-16.058,0.208,0.784,0.085
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,ID,-14.057,0.192,0.92,0.056
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LS,-15.984,0.206,0.786,0.084
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LT,-16.058,0.208,0.784,0.085
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,ID,-14.057,0.192,0.92,0.056
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LS,-15.984,0.206,0.786,0.084
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.793,0.202,0.836,0.076
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,ID,-13.207,0.188,0.966,0.036
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.14,0.202,0.837,0.075
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LT,-15.793,0.202,0.836,0.076
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,ID,-13.207,0.188,0.966,0.036
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LS,-15.14,0.202,0.837,0.075
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.793,0.202,0.836,0.076
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,ID,-13.207,0.188,0.966,0.036
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.14,0.202,0.837,0.075
0,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.793,0.202,0.836,0.076
1,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,ID,-13.207,0.188,0.966,0.036
2,0.2,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.14,0.202,0.837,0.075
0,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-2.76,0.096,-0.337,0.228
1,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-2.912,0.1,-0.39,0.227
2,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-2.798,0.096,-0.345,0.231
0,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LT,-1.84,0.084,-0.184,0.216
1,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,ID,-2.908,0.099,-0.297,0.223
2,0.2,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LS,-1.626,0.083,-0.206,0.216
0,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-1.668,0.085,-0.18,0.212
1,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-3.026,0.1,-0.32,0.214
2,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-1.594,0.086,-0.204,0.214
0,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LT,-2.52,0.097,-0.319,0.234
1,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,ID,-2.824,0.1,-0.392,0.231
2,0.2,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LS,-2.378,0.096,-0.334,0.236
0,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LT,-1.727,0.084,-0.222,0.22
1,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,ID,-2.148,0.089,-0.222,0.221
2,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LS,-1.709,0.082,-0.245,0.222
0,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LT,-1.15,0.074,-0.312,0.228
1,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,ID,-2.272,0.092,-0.358,0.228
2,0.2,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LS,-1.074,0.074,-0.348,0.23
0,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LT,-1.757,0.085,-0.212,0.212
1,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,ID,-2.46,0.092,-0.27,0.221
2,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LS,-1.718,0.085,-0.281,0.214
0,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,LT,-1.788,0.081,-0.304,0.218
1,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,ID,-2.629,0.096,-0.401,0.228
2,0.2,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,LS,-1.663,0.081,-0.334,0.218
0,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,LT,-1.527,0.077,-0.321,0.223
1,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,ID,-2.837,0.095,-0.39,0.23
2,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,LS,-1.69,0.079,-0.352,0.226
0,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,LT,-2.722,0.096,-0.386,0.242
1,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,ID,-3.276,0.107,-0.478,0.242
2,0.2,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,LS,-2.74,0.096,-0.418,0.245
0,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,LT,-0.325,0.058,-0.129,0.207
1,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,ID,-1.893,0.084,-0.286,0.218
2,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,LS,-0.242,0.057,-0.15,0.208
0,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,LT,-1.096,0.073,-0.256,0.216
1,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,ID,-2.737,0.098,-0.318,0.223
2,0.2,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,LS,-0.992,0.072,-0.29,0.22
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,LT,-23.836,0.256,-1.204,0.293
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,ID,-23.346,0.256,-1.156,0.292
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,LS,-23.642,0.255,-1.22,0.294
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,LT,-23.836,0.256,-1.204,0.293
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,ID,-23.346,0.256,-1.156,0.292
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,LS,-23.642,0.255,-1.22,0.294
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,LT,-23.836,0.256,-1.204,0.293
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,ID,-23.346,0.256,-1.156,0.292
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,LS,-23.642,0.255,-1.22,0.294
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,LT,-23.836,0.256,-1.204,0.293
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,ID,-23.346,0.256,-1.156,0.292
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,LS,-23.642,0.255,-1.22,0.294
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,LT,-23.274,0.251,-1.098,0.286
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,ID,-22.818,0.25,-1.046,0.282
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,LS,-22.884,0.251,-1.114,0.288
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,LT,-23.274,0.251,-1.098,0.286
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,ID,-22.818,0.25,-1.046,0.282
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,LS,-22.884,0.251,-1.114,0.288
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,LT,-23.274,0.251,-1.098,0.286
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,ID,-22.818,0.25,-1.046,0.282
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,LS,-22.884,0.251,-1.114,0.288
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,LT,-23.274,0.251,-1.098,0.286
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,ID,-22.818,0.25,-1.046,0.282
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,LS,-22.884,0.251,-1.114,0.288
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,LT,-18.03,0.22,0.084,0.186
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,ID,-16.487,0.212,0.096,0.182
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,LS,-18.158,0.221,0.036,0.191
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,LT,-18.03,0.22,0.084,0.186
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,ID,-16.487,0.212,0.096,0.182
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,LS,-18.158,0.221,0.036,0.191
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,LT,-18.03,0.22,0.084,0.186
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,ID,-16.487,0.212,0.096,0.182
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,LS,-18.158,0.221,0.036,0.191
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,LT,-18.03,0.22,0.084,0.186
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,ID,-16.487,0.212,0.096,0.182
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,LS,-18.158,0.221,0.036,0.191
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,LT,-19.222,0.227,-0.059,0.2
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,ID,-17.892,0.22,-0.06,0.2
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,LS,-19.522,0.228,-0.106,0.206
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,LT,-19.222,0.227,-0.059,0.2
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,ID,-17.892,0.22,-0.06,0.2
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,LS,-19.522,0.228,-0.106,0.206
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,LT,-19.222,0.227,-0.059,0.2
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,ID,-17.892,0.22,-0.06,0.2
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,LS,-19.522,0.228,-0.106,0.206
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,LT,-19.222,0.227,-0.059,0.2
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,ID,-17.892,0.22,-0.06,0.2
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,LS,-19.522,0.228,-0.106,0.206
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,LT,-16.661,0.207,0.442,0.142
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,ID,-14.532,0.198,0.532,0.134
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,LS,-16.791,0.208,0.424,0.146
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,LT,-16.661,0.207,0.442,0.142
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,ID,-14.532,0.198,0.532,0.134
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,LS,-16.791,0.208,0.424,0.146
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,LT,-16.661,0.207,0.442,0.142
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,ID,-14.532,0.198,0.532,0.134
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,LS,-16.791,0.208,0.424,0.146
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,LT,-16.661,0.207,0.442,0.142
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,ID,-14.532,0.198,0.532,0.134
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,LS,-16.791,0.208,0.424,0.146
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,LT,-16.835,0.207,0.42,0.147
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,ID,-14.584,0.196,0.5,0.138
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,LS,-16.965,0.209,0.38,0.152
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,LT,-16.835,0.207,0.42,0.147
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,ID,-14.584,0.196,0.5,0.138
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,LS,-16.965,0.209,0.38,0.152
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,LT,-16.835,0.207,0.42,0.147
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,ID,-14.584,0.196,0.5,0.138
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,LS,-16.965,0.209,0.38,0.152
0,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,LT,-16.835,0.207,0.42,0.147
1,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,ID,-14.584,0.196,0.5,0.138
2,0.2,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,LS,-16.965,0.209,0.38,0.152
0,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,True,LT,-17.46,0.214,-0.606,0.246
1,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,True,ID,-13.896,0.196,-0.554,0.245
2,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,True,LS,-16.617,0.21,-0.573,0.245
0,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,False,LT,-1.407,0.079,-0.049,0.202
1,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,False,ID,-2.324,0.089,-0.066,0.201
2,0.2,10,closest,log-defined,CS,ROPE,0.01,True,True,False,LS,-1.34,0.078,-0.069,0.204
0,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,True,LT,-15.325,0.204,-0.19,0.218
1,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,True,ID,-13.357,0.196,-0.159,0.214
2,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,True,LS,-14.205,0.198,-0.15,0.214
0,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,False,LT,-2.85,0.1,-0.697,0.262
1,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,False,ID,-4.053,0.111,-0.744,0.259
2,0.2,10,closest,log-defined,CS,ROPE,0.01,True,False,False,LS,-2.875,0.1,-0.735,0.262
0,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,True,LT,-19.502,0.226,-0.988,0.275
1,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,True,ID,-18.341,0.222,-0.81,0.26
2,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,True,LS,-18.92,0.222,-0.982,0.272
0,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,False,LT,-5.005,0.124,-0.888,0.28
1,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,False,ID,-6.169,0.13,-0.985,0.282
2,0.2,10,closest,log-defined,CS,ROPE,0.01,False,True,False,LS,-5.021,0.125,-0.92,0.281
0,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,True,LT,-15.114,0.204,-0.692,0.252
1,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,True,ID,-11.593,0.18,-0.524,0.238
2,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,True,LS,-14.306,0.202,-0.682,0.25
0,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,False,LT,-5.204,0.122,-0.5,0.25
1,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,False,ID,-7.025,0.136,-0.656,0.256
2,0.2,10,closest,log-defined,CS,ROPE,0.01,False,False,False,LS,-4.96,0.12,-0.505,0.25
0,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,True,LT,-17.552,0.226,-0.555,0.246
1,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,True,ID,-14.482,0.204,-0.43,0.236
2,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,True,LS,-16.818,0.222,-0.526,0.244
0,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,False,LT,-3.942,0.108,-0.65,0.248
1,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,False,ID,-5.347,0.124,-0.805,0.257
2,0.2,10,closest,log-defined,CS,ROPE,0.07,True,True,False,LS,-4.167,0.11,-0.678,0.25
0,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,True,LT,-20.258,0.233,-0.631,0.244
1,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,True,ID,-18.845,0.224,-0.498,0.237
2,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,True,LS,-19.689,0.231,-0.592,0.24
0,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,False,LT,-1.994,0.091,-0.263,0.227
1,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,False,ID,-2.458,0.097,-0.308,0.228
2,0.2,10,closest,log-defined,CS,ROPE,0.07,True,False,False,LS,-2.01,0.09,-0.274,0.228
0,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,True,LT,-14.682,0.202,-0.468,0.24
1,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,True,ID,-13.008,0.196,-0.431,0.232
2,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,True,LS,-13.904,0.198,-0.451,0.237
0,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,False,LT,-0.498,0.064,-0.298,0.216
1,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,False,ID,-1.751,0.086,-0.33,0.218
2,0.2,10,closest,log-defined,CS,ROPE,0.07,False,True,False,LS,-0.479,0.062,-0.306,0.216
0,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,True,LT,-16.119,0.208,-0.374,0.231
1,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,True,ID,-14.374,0.194,-0.341,0.229
2,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,True,LS,-15.323,0.203,-0.341,0.226
0,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,False,LT,-0.762,0.066,-0.296,0.219
1,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,False,ID,-1.888,0.084,-0.367,0.222
2,0.2,10,closest,log-defined,CS,ROPE,0.07,False,False,False,LS,-0.899,0.068,-0.334,0.222
0,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,True,LT,-15.939,0.212,-0.549,0.238
1,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,True,ID,-13.428,0.193,-0.473,0.236
2,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,True,LS,-15.398,0.208,-0.52,0.234
0,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,False,LT,-2.009,0.096,-0.256,0.216
1,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,False,ID,-3.226,0.106,-0.338,0.226
2,0.2,10,closest,log-defined,CS,ROPE,0.2,True,True,False,LS,-2.016,0.095,-0.286,0.218
0,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,True,LT,-15.964,0.213,-0.646,0.248
1,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,True,ID,-13.045,0.195,-0.492,0.238
2,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,True,LS,-15.263,0.21,-0.611,0.243
0,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,False,LT,-2.188,0.09,-0.408,0.232
1,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,False,ID,-3.045,0.099,-0.468,0.236
2,0.2,10,closest,log-defined,CS,ROPE,0.2,True,False,False,LS,-2.314,0.093,-0.45,0.234
