cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,mean,observed,CS,ROPE,0.01,False,False,True,LT,-3.332,0.173,-0.066,0.202
0.3,10,mean,observed,CS,ROPE,0.01,False,False,True,ID,-6.948,0.243,-0.54,0.241
0.3,10,mean,observed,CS,ROPE,0.01,False,False,True,LS,-3.533,0.18,-0.189,0.21
