cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LT,-25.458,0.257,-1.89,0.334
0.3,20,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,ID,-24.914,0.256,-1.875,0.331
0.3,20,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LS,-25.456,0.256,-1.888,0.334
