cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,30,mean,FSlin,Gauss-Newton,0.07,False,True,False,LT,-17.19,0.216,0.011,0.197
0.4,30,mean,FSlin,Gauss-Newton,0.07,False,True,False,ID,-16.425,0.218,0.046,0.193
0.4,30,mean,FSlin,Gauss-Newton,0.07,False,True,False,LS,-17.043,0.215,-0.001,0.198
