cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,CS,Gauss-Newton,0.01,True,True,False,LT,-7.831,0.258,0.095,0.166
0.2,30,CS,Gauss-Newton,0.01,True,True,False,ID,-9.824,0.291,0.906,0.052
0.2,30,CS,Gauss-Newton,0.01,True,True,False,LS,-7.98,0.258,0.268,0.148
