cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,closest,FSeq,ROPE,0.07,False,False,True,LT,-2.535,0.165,-0.676,0.222
0.2,10,closest,FSeq,ROPE,0.07,False,False,True,ID,-5.702,0.225,-0.086,0.177
0.2,10,closest,FSeq,ROPE,0.07,False,False,True,LS,-2.034,0.152,-0.028,0.172
