cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,FSlin,ROPE,0.01,False,False,True,LT,-13.349,0.196,-0.289,0.224
0.2,20,closest,FSlin,ROPE,0.01,False,False,True,ID,-11.428,0.18,-0.239,0.217
0.2,20,closest,FSlin,ROPE,0.01,False,False,True,LS,-12.79,0.191,-0.258,0.222
