cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,FSlin,ROPE,0.07,True,True,False,LT,-0.446,0.061,-0.09,0.204
0.4,20,FSlin,ROPE,0.07,True,True,False,ID,-1.647,0.082,-0.199,0.21
0.4,20,FSlin,ROPE,0.07,True,True,False,LS,-0.57,0.062,-0.126,0.207
