Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
2.5,closest,log,CS,ROPE,0.07,False,False,True,LT,-12.598,0.188,0.16,0.16,-0.442,0.23,0.7588668996159855
2.5,closest,log,CS,ROPE,0.07,False,False,True,ID,-12.142,0.184,0.146,0.162,-0.416,0.234,0.7588668996159855
2.5,closest,log,CS,ROPE,0.07,False,False,True,LS,-11.7,0.181,0.152,0.152,-0.374,0.226,0.7588668996159855
