cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,closest,FSlin,Gauss-Newton,0.07,True,True,True,LT,-14.971,0.2,0.73,0.096
0.3,30,closest,FSlin,Gauss-Newton,0.07,True,True,True,ID,-12.558,0.183,0.854,0.074
0.3,30,closest,FSlin,Gauss-Newton,0.07,True,True,True,LS,-14.471,0.196,0.753,0.092
