cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,LT,-16.476,0.21,0.378,0.152
0.2,10,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,ID,-14.738,0.198,0.474,0.142
0.2,10,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,LS,-16.715,0.212,0.337,0.156
