cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,30,mean,FSeq,Gauss-Newton,0.2,False,False,False,LT,-16.116,0.206,0.68,0.104
0.3,30,mean,FSeq,Gauss-Newton,0.2,False,False,False,ID,-14.464,0.2,0.816,0.084
0.3,30,mean,FSeq,Gauss-Newton,0.2,False,False,False,LS,-16.182,0.206,0.677,0.104
