cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,FSlin,ROPE,0.07,False,True,False,LT,-4.371,0.198,0.136,0.158
0.4,20,FSlin,ROPE,0.07,False,True,False,ID,-7.378,0.252,0.824,0.075
0.4,20,FSlin,ROPE,0.07,False,True,False,LS,-5.604,0.222,0.454,0.128
