cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,mean,FSlin,ROPE,0.2,True,False,True,LT,-18.464,0.226,-0.538,0.237
0.4,20,mean,FSlin,ROPE,0.2,True,False,True,ID,-18.046,0.223,-0.434,0.23
0.4,20,mean,FSlin,ROPE,0.2,True,False,True,LS,-17.505,0.221,-0.481,0.232
