cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,closest,observed,CS,ROPE,0.07,True,False,True,LT,-15.715,0.212,-0.191,0.212
0.2,10,closest,observed,CS,ROPE,0.07,True,False,True,ID,-13.378,0.195,-0.158,0.209
0.2,10,closest,observed,CS,ROPE,0.07,True,False,True,LS,-14.748,0.208,-0.139,0.207
