cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,FSlin,ROPE,0.07,False,False,True,LT,-3.388,0.183,-1.172,0.248
0.3,20,closest,FSlin,ROPE,0.07,False,False,True,ID,-5.486,0.228,-0.242,0.191
0.3,20,closest,FSlin,ROPE,0.07,False,False,True,LS,-2.388,0.162,-0.376,0.198
