cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,FSlin,ROPE,0.07,True,True,False,LT,-0.845,0.07,-0.045,0.202
0.2,20,closest,FSlin,ROPE,0.07,True,True,False,ID,-1.949,0.088,-0.136,0.204
0.2,20,closest,FSlin,ROPE,0.07,True,True,False,LS,-0.798,0.07,-0.076,0.205
