cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,FSeq,ROPE,0.01,True,False,True,LT,-22.014,0.241,-0.662,0.251
0.3,10,FSeq,ROPE,0.01,True,False,True,ID,-17.576,0.221,-0.552,0.243
0.3,10,FSeq,ROPE,0.01,True,False,True,LS,-21.452,0.236,-0.604,0.247
