Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
2.5,mean,observed,CS,ROPE,0.01,False,True,False,LT,-4.084,0.196,0.156,0.15,0.14,0.158,0.54238533912107
2.5,mean,observed,CS,ROPE,0.01,False,True,False,ID,-7.358,0.241,0.216,0.155,0.826,0.071,0.54238533912107
2.5,mean,observed,CS,ROPE,0.01,False,True,False,LS,-5.639,0.224,0.176,0.17,0.408,0.133,0.54238533912107
