Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
2.5,mean,log,FSlin,Gauss-Newton,0.01,False,False,True,LT,-31.692,0.292,0.279,0.3,-2.806,0.376,0.1785923136457614
2.5,mean,log,FSlin,Gauss-Newton,0.01,False,False,True,ID,-31.498,0.294,0.28,0.3,-2.806,0.376,0.1785923136457614
2.5,mean,log,FSlin,Gauss-Newton,0.01,False,False,True,LS,-31.936,0.292,0.28,0.3,-2.841,0.378,0.1785923136457614
