cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,mean,FSlin,ROPE,0.2,False,True,True,LT,-2.353,0.16,-0.405,0.233
0.3,20,mean,FSlin,ROPE,0.2,False,True,True,ID,-5.024,0.218,-0.853,0.263
0.3,20,mean,FSlin,ROPE,0.2,False,True,True,LS,-1.796,0.146,-0.378,0.23
