cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,mean,log-defined,CS,ROPE,0.01,False,False,False,LT,-1.002,0.072,-0.086,0.21
0.3,10,mean,log-defined,CS,ROPE,0.01,False,False,False,ID,-2.078,0.088,-0.158,0.214
0.3,10,mean,log-defined,CS,ROPE,0.01,False,False,False,LS,-0.925,0.071,-0.124,0.21
