cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LT,-31.593,0.291,-2.77,0.376
0.3,10,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,ID,-31.72,0.293,-2.758,0.376
0.3,10,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LS,-31.966,0.292,-2.82,0.378
