cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,closest,CS,ROPE,0.2,True,True,False,LT,-0.611,0.059,-0.096,0.202
0.3,10,closest,CS,ROPE,0.2,True,True,False,ID,-1.432,0.08,-0.175,0.208
0.3,10,closest,CS,ROPE,0.2,True,True,False,LS,-0.758,0.062,-0.13,0.204
