cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,30,closest,log-defined,FSlin,ROPE,0.2,False,False,True,LT,-5.705,0.219,-0.264,0.222
0.2,30,closest,log-defined,FSlin,ROPE,0.2,False,False,True,ID,-9.244,0.275,-0.897,0.271
0.2,30,closest,log-defined,FSlin,ROPE,0.2,False,False,True,LS,-6.025,0.222,-0.34,0.229
