cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,10,closest,CS,ROPE,0.07,False,False,False,LT,-4.509,0.203,0.271,0.144
0.4,10,closest,CS,ROPE,0.07,False,False,False,ID,-7.699,0.258,0.897,0.056
0.4,10,closest,CS,ROPE,0.07,False,False,False,LS,-5.928,0.226,0.57,0.112
