cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,20,closest,FSeq,ROPE,0.07,True,True,True,LT,-2.765,0.17,-1.007,0.24
0.3,20,closest,FSeq,ROPE,0.07,True,True,True,ID,-4.773,0.212,-0.056,0.174
0.3,20,closest,FSeq,ROPE,0.07,True,True,True,LS,-1.996,0.151,-0.235,0.187
