cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,10,FSlin,ROPE,0.07,False,False,False,LT,-4.608,0.207,0.051,0.167
0.2,10,FSlin,ROPE,0.07,False,False,False,ID,-7.748,0.259,0.768,0.08
0.2,10,FSlin,ROPE,0.07,False,False,False,LS,-6.04,0.23,0.356,0.137
