Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
2.5,closest,log,CS,ROPE,0.07,True,False,False,LT,-4.011,0.198,0.158,0.114,0.3,0.144,0.0363092636508568
2.5,closest,log,CS,ROPE,0.07,True,False,False,ID,-7.842,0.26,0.232,0.142,0.754,0.085,0.0363092636508568
2.5,closest,log,CS,ROPE,0.07,True,False,False,LS,-5.448,0.224,0.17,0.14,0.593,0.11,0.0363092636508568
