Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
0.5,closest,log,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.552,0.197,0.176,0.206,0.844,0.072,0.9746040296051656
0.5,closest,log,FSeq,Gauss-Newton,0.07,False,True,True,ID,-12.352,0.182,0.164,0.19,0.98,0.028,0.9746040296051656
0.5,closest,log,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.308,0.196,0.172,0.204,0.85,0.072,0.9746040296051656
