Extract,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
2.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,LT,-5.589,0.223,0.185,0.153,0.216,0.156,0.8910962897272576
2.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,ID,-8.262,0.262,0.233,0.158,0.957,0.034,0.8910962897272576
2.5,mean,log,CS,Gauss-Newton,0.07,False,True,True,LS,-6.344,0.235,0.192,0.163,0.419,0.136,0.8910962897272576
