cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,FSlin,ROPE,0.07,False,True,True,LT,-14.463,0.198,-0.261,0.225
0.3,10,FSlin,ROPE,0.07,False,True,True,ID,-11.422,0.186,-0.213,0.216
0.3,10,FSlin,ROPE,0.07,False,True,True,LS,-13.628,0.192,-0.208,0.22
