cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,closest,CS,Gauss-Newton,0.01,True,False,False,LT,-16.214,0.21,0.142,0.178
0.2,20,closest,CS,Gauss-Newton,0.01,True,False,False,ID,-14.569,0.201,0.162,0.177
0.2,20,closest,CS,Gauss-Newton,0.01,True,False,False,LS,-16.4,0.211,0.092,0.182
