cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,FSlin,ROPE,0.2,True,True,True,LT,-3.318,0.183,-1.013,0.239
0.4,20,FSlin,ROPE,0.2,True,True,True,ID,-5.994,0.236,-0.312,0.199
0.4,20,FSlin,ROPE,0.2,True,True,True,LS,-2.216,0.16,-0.232,0.186
