cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.3,10,closest,FSlin,ROPE,0.01,True,False,True,LT,-16.508,0.208,-0.284,0.223
0.3,10,closest,FSlin,ROPE,0.01,True,False,True,ID,-15.388,0.202,-0.29,0.223
0.3,10,closest,FSlin,ROPE,0.01,True,False,True,LS,-15.565,0.202,-0.235,0.218
