cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,20,mean,CS,ROPE,0.07,True,False,False,LT,-1.012,0.076,-0.024,0.197
0.4,20,mean,CS,ROPE,0.07,True,False,False,ID,-2.402,0.096,-0.086,0.204
0.4,20,mean,CS,ROPE,0.07,True,False,False,LS,-1.094,0.076,-0.085,0.199
