cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.4,30,FSlin,Gauss-Newton,0.01,True,True,False,LT,-6.71,0.242,0.053,0.169
0.4,30,FSlin,Gauss-Newton,0.01,True,True,False,ID,-8.964,0.28,0.939,0.042
0.4,30,FSlin,Gauss-Newton,0.01,True,True,False,LS,-6.928,0.243,0.344,0.139
