cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0.2,20,mean,FSeq,ROPE,0.07,False,False,False,LT,-4.74,0.21,-1.469,0.286
0.2,20,mean,FSeq,ROPE,0.07,False,False,False,ID,-8.143,0.26,-1.936,0.326
0.2,20,mean,FSeq,ROPE,0.07,False,False,False,LS,-6.194,0.23,-1.747,0.308
